394589.981,6459629.776,11.899,2098.727273,744.2424242,101_0001_0002.JPG
394562.677,6459648.234,12.401,883.5978836,976.7195767,101_0001_0002.JPG
394562.677,6459648.234,12.401,1108.739362,1332.180851,101_0001_0002.JPG
394571.256,6459639.176,12.185,1360.322034,960.3389831,101_0001_0002.JPG
394578.04,6459645.103,12.341,1405.992509,714.9812734,101_0001_0002.JPG
394589.981,6459629.776,11.899,2681.456954,1598.337748,101_0001_0021.JPG
394562.677,6459648.234,12.401,3916.471963,1285.390187,101_0001_0021.JPG
394571.256,6459639.176,12.185,3434.097035,1314.555256,101_0001_0021.JPG
394562.677,6459648.234,12.401,3542.027821,952.0525502,101_0001_0021.JPG
394578.04,6459645.103,12.341,3483.6,1610.5,101_0001_0021.JPG
394589.981,6459629.776,11.899,1656.478405,395.4595792,101_0001_0068.JPG
394562.677,6459648.234,12.401,1882.239718,1186.839013,101_0001_0068.JPG
394571.256,6459639.176,12.185,1886.540601,842.3537264,101_0001_0068.JPG
394562.677,6459648.234,12.401,2330.690265,946.5031606,101_0001_0068.JPG
394578.04,6459645.103,12.341,1558.138728,856.0693642,101_0001_0068.JPG
394589.981,6459629.776,11.899,3152.82392,1202.104097,101_0001_0099.JPG
394562.677,6459648.234,12.401,3725.601132,2310.749646,101_0001_0099.JPG
394571.256,6459639.176,12.185,3593.80446,1821.770154,101_0001_0099.JPG
394562.677,6459648.234,12.401,4153.271028,1965.576324,101_0001_0099.JPG
394578.04,6459645.103,12.341,3214.4,1841.1,101_0001_0099.JPG
394589.981,6459629.776,11.899,1435.522673,1709.307876,101_0001_0113.JPG
394562.677,6459648.234,12.401,1328.980322,711.2701252,101_0001_0113.JPG
394571.256,6459639.176,12.185,1260.286225,1063.864043,101_0001_0113.JPG
394562.677,6459648.234,12.401,837.5854214,929.2710706,101_0001_0113.JPG
394578.04,6459645.103,12.341,1603.302961,1064.236902,101_0001_0113.JPG
