GPST,Sequence,latitude(deg),longitude(deg),height(m),Q,ns,sdn(m),sde(m),sdu(m),sdne(m),sdeu(m),sdun(m),age(s),ratio
2023-02-14 07:27:19.631787,84.0,-31.99477667477189,115.88420266633172,54.798459511332574,2.0,10.0,0.004922563821714286,0.004,0.018045127643428572,0.0007225638217142858,0.0026,0.0052,0.18051057371428572,1.3
2023-02-14 07:27:22.127279,85.0,-31.99467001536113,115.88411193153787,54.765140936192005,2.0,10.0,0.004904545682285714,0.004,0.018009091364571427,0.0007045456822857143,0.0026,0.0052,0.03636545828571428,1.3
2023-02-14 07:27:24.626767,86.0,-31.994562132103006,115.88401987985822,54.775763760192,2.0,10.0,0.004993813110857143,0.004,0.018187626221714288,0.0007938131108571429,0.0026,0.0052,0.7505048868571429,1.3
2023-02-14 07:27:27.155410,87.0,-31.994453025710474,115.88392733818817,54.764660131072,2.0,10.0,0.0049,0.004,0.018071846997333333,0.0007,0.0026,0.0052,0.0,1.3
2023-02-14 07:27:29.648488,88.0,-31.994345567515523,115.8838377432942,54.73362277157546,2.0,10.0,0.0049,0.004,0.0181,0.0007,0.0026,0.0052,0.0,1.3
2023-02-14 07:27:32.133494,89.0,-31.99423859401948,115.88374799829394,54.72085281970347,2.0,10.0,0.0049,0.004,0.0181,0.0007,0.0026,0.0052,0.0,1.3
2023-02-14 07:27:34.631190,90.0,-31.994131138935742,115.88365641368587,54.7418151023616,2.0,10.0,0.0049,0.004,0.0181,0.0007,0.0026,0.0052,0.0,1.2789603328
2023-02-14 07:27:37.126495,91.0,-31.99402384054676,115.88356544996078,54.747576970700806,2.0,10.0,0.0049,0.004,0.0181,0.0007,0.0026,0.0052,0.0,1.2
2023-02-14 07:27:39.629961,92.0,-31.993916326696613,115.88347195635464,54.77878684663467,2.0,10.0,0.0049,0.004,0.0181,0.0007,0.0026,0.0052,0.0,1.2
2023-02-14 07:27:42.125577,93.0,-31.993816190591293,115.88338395011294,54.80047546824533,2.0,10.0,0.0049,0.004,0.0181,0.0007,0.0026,0.0052708525653333334,0.0,1.2
2023-02-14 07:27:44.643877,94.0,-31.993755982669963,115.8833934336538,54.760594706176,2.0,10.0,0.0049,0.004,0.018154795904,0.000754795904,0.002654795904,0.0053,0.0,1.2
2023-02-14 07:27:47.151925,95.0,-31.993712501362754,115.88347629545726,54.7509285097984,2.0,10.0,0.0049,0.004,0.0182,0.0008,0.0027,0.0053,0.0,1.2
2023-02-14 07:27:49.647670,96.0,-31.99369842598741,115.88357496513314,54.7866191437312,2.0,10.0,0.0049,0.004,0.0182,0.0008,0.0027,0.0053,0.0,1.2
2023-02-14 07:27:52.140955,97.0,-31.99378371640191,115.88364797642778,54.74841557888001,2.0,10.0,0.0049,0.004,0.018209396992000002,0.000795301504,0.002690603008,0.005304698496,0.0,1.2
2023-02-14 07:27:54.634126,98.0,-31.993887603521586,115.88373965947443,54.77168517674667,2.0,10.0,0.0049,0.004,0.018375608405333334,0.0007121957973333334,0.0025243915946666666,0.005387804202666667,0.0,1.2
2023-02-14 07:27:57.127494,99.0,-31.9939937213556,115.88383150505813,54.7908434547712,2.0,10.0,0.0049,0.004,0.01832908353706667,0.0007,0.002570916462933333,0.005329083537066666,0.0,1.2
2023-02-14 07:27:59.629001,100.0,-31.994102180685953,115.88392379780144,54.804684804352,2.0,10.0,0.0049,0.004,0.0183,0.0007,0.002654300032,0.0053,0.0,1.2
2023-02-14 07:28:02.128729,101.0,-31.99420969136697,115.88401533242944,54.77139448192,2.0,10.0,0.0049,0.004,0.0183,0.0007,0.0027,0.0053,0.0,1.2
2023-02-14 07:28:04.626255,102.0,-31.994315511609365,115.88410589196272,54.7215563776,2.0,10.0,0.0049,0.004,0.0183,0.0007,0.0027,0.0053,0.0,1.2
2023-02-14 07:28:07.136355,103.0,-31.994423380769007,115.8841970632749,54.78070455773013,2.0,10.0,0.0049,0.004,0.0183,0.0007,0.0027,0.005304545169066667,0.0,1.2
2023-02-14 07:28:09.625291,104.0,-31.9945301403574,115.88428890086271,54.77713708288854,2.0,10.0,0.0049,0.004,0.0183,0.0007,0.0027,0.005387509700266667,0.0,1.2
2023-02-14 07:28:12.141606,105.0,-31.99463933573496,115.88438026812439,54.8106515336192,2.0,10.0,0.0049,0.004,0.0183,0.0007,0.0027,0.0054,0.0,1.2
2023-02-14 07:28:14.630771,106.0,-31.994747390797382,115.88447101953962,54.813102039517865,2.0,10.0,0.0049,0.004,0.018354359031466667,0.0007543590314666666,0.0027543590314666666,0.0054,0.0,1.2
