GPST,Sequence,latitude(deg),longitude(deg),height(m),Q,ns,sdn(m),sde(m),sdu(m),sdne(m),sdeu(m),sdun(m),age(s),ratio
2023-02-14 07:33:56.032255,22.0,-31.994471065083978,115.88444775757145,54.62593211136,2.0,21.0,0.0087,0.008983872512,0.0202,-0.0027161274880000003,-0.0034,0.0071,0.032254976000000005,1.0
2023-02-14 07:33:58.538059,23.0,-31.994378248171127,115.88455963864106,54.632492911488,2.0,20.0,0.0087,0.0089,0.0203,-0.0028,-0.0035,0.0071,0.5380590080000001,1.0
2023-02-14 07:34:01.054762,24.0,-31.994285494092278,115.88467190437261,54.576639283456004,2.0,21.0,0.0087,0.008972619008,0.0203,-0.0028,-0.0035,0.0072,0.05476198400000001,1.0
2023-02-14 07:34:03.548623,25.0,-31.994192798376307,115.88478328899446,54.570782572928,2.0,21.0,0.0087,0.009,0.0203,-0.002725688448,-0.0036,0.0072,0.548623104,1.0
2023-02-14 07:34:06.029688,26.0,-31.994124283197884,115.8848666613998,54.548128863104004,2.0,21.0,0.0087,0.009,0.0203,-0.0028,-0.0036,0.0072,0.029688064,1.0
2023-02-14 07:34:08.543902,27.0,-31.994072903420623,115.88478962129459,54.482269459840005,2.0,21.0,0.0088,0.009,0.0204,-0.0028,-0.0037,0.0072,0.543901952,1.0
2023-02-14 07:34:11.029016,28.0,-31.99399063685342,115.88466204867973,54.611890110464,2.0,20.0,0.0088,0.0089,0.020485491968,-0.0028,-0.0037,0.0072,0.029016064,1.0
2023-02-14 07:34:13.545697,29.0,-31.993939026452406,115.88457422259924,54.576126296704004,2.0,21.0,0.0088,0.0089,0.0204,-0.0028,-0.0037,0.0073,0.545697024,1.0
2023-02-14 07:34:16.026820,30.0,-31.993994330066027,115.88453398786184,54.410374330624,2.0,21.0,0.0088,0.009,0.020486589952000003,-0.0028,-0.0037,0.0073,0.026820096,1.0
2023-02-14 07:34:18.540688,31.0,-31.99405859162509,115.88446258511725,54.462176508927996,2.0,21.0,0.0088,0.0089,0.0205,-0.0028,-0.0038,0.0073,0.540687872,1.0
2023-02-14 07:34:21.028044,32.0,-31.994119527159736,115.88438543946499,54.589267519104,2.0,21.0,0.0088,0.0089,0.0205,-0.0028,-0.0038,0.0073,0.028044032000000003,1.0
2023-02-14 07:34:23.539830,33.0,-31.994189395127634,115.88429536524818,54.52204107584,2.0,21.0,0.0088,0.009,0.0205,-0.0028,-0.0039,0.0073,0.539830016,1.0
2023-02-14 07:34:26.027347,34.0,-31.994277822845092,115.88417576387323,54.531877755136,2.0,21.0,0.0088,0.009,0.0205,-0.0028,-0.0038,0.007386326528,0.027346944,1.0
2023-02-14 07:34:28.543783,35.0,-31.994372658135823,115.88406491498809,54.48612705536,2.0,21.0,0.0088,0.009,0.0205,-0.0028,-0.0038,0.0074,0.543782912,1.0
2023-02-14 07:34:31.058334,36.0,-31.994464667690547,115.88395269555475,54.4340625696,2.0,21.0,0.0088,0.009,0.0205,-0.0028,-0.0038291669759999997,0.0074,0.058333952,1.0
2023-02-14 07:34:33.556133,37.0,-31.994557401240492,115.8838378856676,54.5136646592,2.0,21.0,0.0088,0.009,0.0205,-0.0028,-0.0038,0.0074,0.55613312,1.0
2023-02-14 07:34:36.051259,38.0,-31.994650066825816,115.88372312732974,54.51273066496,2.0,20.0,0.0088,0.0089,0.0205,-0.0028,-0.0038,0.0074,0.05125888000000001,1.0
2023-02-14 07:34:38.548699,39.0,-31.99474075105931,115.883614914766,54.418807806720004,2.0,21.0,0.0088,0.0089,0.0205,-0.0028,-0.0039,0.0074,0.54869888,1.0
2023-02-14 07:34:41.037814,40.0,-31.994820001899527,115.88352023856632,54.481624371967996,2.0,20.0,0.0088,0.0089,0.0205,-0.0028,-0.0038,0.0074,0.037814016,1.0
2023-02-14 07:34:43.545526,41.0,-31.99477076221973,115.88344662187029,54.377854473984,2.0,20.0,0.0088,0.0089,0.0204,-0.0028,-0.0038,0.0075,0.545526016,1.0
2023-02-14 07:34:46.030483,42.0,-31.994691058743395,115.88332147905618,54.416122640896,2.0,21.0,0.0088,0.0089,0.020415241472000002,-0.0028,-0.003815241472,0.0074,0.030482944,1.0
2023-02-14 07:34:48.549378,43.0,-31.99463259536769,115.88324118102109,54.54832655488,2.0,21.0,0.0088,0.0089,0.0204,-0.0028,-0.0038,0.0075,0.549378048,1.0
2023-02-14 07:34:51.032358,44.0,-31.994564534095847,115.8833244206845,54.550469021184,2.0,21.0,0.0088,0.008983821056,0.0204,-0.0028,-0.0037161789440000002,0.0075,0.032357888,1.0
2023-02-14 07:34:53.527940,45.0,-31.994472074267396,115.88343370582187,54.493691161344,2.0,20.0,0.0088,0.0089,0.0204,-0.0028,-0.0038,0.0074,0.527940096,1.0
2023-02-14 07:34:56.033932,46.0,-31.9943794292675,115.88354504434265,54.552999198848,2.0,21.0,0.0088,0.0089,0.0204,-0.0028,-0.0037,0.0075,0.033932032,1.0
2023-02-14 07:34:58.531506,47.0,-31.99428575748671,115.88365554612376,54.56473285952,2.0,21.0,0.0088,0.0089,0.0203,-0.0028,-0.0037,0.0075,0.53150592,1.0
2023-02-14 07:35:01.034903,48.0,-31.994192860811907,115.88376335853985,54.55139141248,2.0,21.0,0.0088,0.00898254848,0.020382548480000002,-0.0028,-0.0037,0.0075,0.03490304,1.0
2023-02-14 07:35:03.529935,49.0,-31.994100102597613,115.88387566877844,54.546477014784,2.0,20.0,0.0088,0.0089,0.0203,-0.0028,-0.0037,0.0075,0.529935104,1.0
2023-02-14 07:35:06.048346,50.0,-31.99400532830065,115.88398809839191,54.528481423872,2.0,20.0,0.0088,0.0089,0.0203,-0.0027,-0.003624173056,0.0075,0.048346112000000004,1.0
2023-02-14 07:35:08.558650,51.0,-31.993913750114974,115.88410484420888,54.516651047424,2.0,20.0,0.0087,0.0089,0.0203,-0.0027,-0.0036,0.0075,0.558650112,1.0
2023-02-14 07:35:11.050148,52.0,-31.99382175880571,115.88421511559324,54.527246889984,2.0,20.0,0.0087,0.0089,0.020274925952,-0.0027,-0.0035250740480000002,0.0075,0.050148096,1.0
2023-02-14 07:35:13.531047,53.0,-31.993752656763746,115.88429931942215,54.507072022272,2.0,21.0,0.0087,0.0089,0.0203,-0.0027,-0.003634476544,0.007465523456,0.531046912,1.0
2023-02-14 07:35:16.034486,54.0,-31.993721395823524,115.88426337032911,54.418524017408004,2.0,21.0,0.0087,0.0089,0.0202,-0.0027,-0.0035,0.0075,0.034486016,1.0
2023-02-14 07:35:18.529659,55.0,-31.9936499029318,115.88414354539427,54.505890035200004,2.0,21.0,0.0087,0.0089,0.0202,-0.0027,-0.0035,0.0075,0.5296588799999999,1.0
2023-02-14 07:35:21.043601,56.0,-31.993578056162256,115.8840208317476,54.592795769088,2.0,20.0,0.0087,0.0089,0.020178199552,-0.0026,-0.0035,0.0074,0.043600896,1.0
2023-02-14 07:35:23.532820,57.0,-31.993604457209504,115.88397589713702,54.47246670208,2.0,21.0,0.0087,0.0089,0.0201,-0.0026,-0.0035,0.0075,0.532819968,1.0
2023-02-14 07:35:26.028166,58.0,-31.99367170667524,115.88388390873796,54.356988533888,2.0,20.0,0.0086,0.0089,0.0201,-0.0026,-0.0034,0.0074,0.028165888,1.0
2023-02-14 07:35:28.544469,59.0,-31.99376243448542,115.88377235397726,54.4727234496,2.0,20.0,0.0086,0.0089,0.02,-0.0026,-0.0034,0.0074,0.544468992,1.0
2023-02-14 07:35:31.050667,60.0,-31.9938589202129,115.88365830314484,54.544378694144,2.0,20.0,0.0086,0.0089,0.019974666496,-0.0026,-0.0033,0.0075,0.050667008000000006,1.0
2023-02-14 07:35:33.533604,61.0,-31.99395174448046,115.88354744234155,54.581745276416,2.0,20.0,0.0086,0.0089,0.0199,-0.0025,-0.0033,0.0074,0.533604096,1.0
2023-02-14 07:35:36.029445,62.0,-31.994042866836388,115.88343914725736,54.53360724992,2.0,20.0,0.0085,0.0089,0.01988527744,-0.0025,-0.00311472256,0.00748527744,0.02944512,1.0
2023-02-14 07:35:38.558745,63.0,-31.994138508029444,115.88332495270475,54.58166235264,2.0,20.0,0.0085,0.0089,0.0198,-0.0025,-0.0032,0.0074,0.558745088,1.0
2023-02-14 07:35:41.050015,64.0,-31.994229406306733,115.88321602258185,54.572674633088,2.0,20.0,0.0085,0.0089,0.019774992512,-0.0024250074879999996,-0.0031,0.0074,0.050014976,1.0
2023-02-14 07:35:43.533314,65.0,-31.994322229976348,115.88310602919057,54.579999479296,2.0,20.0,0.0085,0.0089,0.0197,-0.0024,-0.0032,0.0074,0.533314048,1.0
2023-02-14 07:35:46.032697,66.0,-31.994415475932527,115.8829976834086,54.56777759232,2.0,20.0,0.0085,0.009,0.0197,-0.0024,-0.003,0.0074,0.032697088,1.0
2023-02-14 07:35:48.541096,67.0,-31.99444736831486,115.88297787794663,54.52993766656,2.0,19.0,0.0085,0.009,0.0197,-0.0024,-0.0032,0.0075,0.541095936,1.0
2023-02-14 07:35:51.034401,68.0,-31.99443803246605,115.88312444827989,54.40539798208,2.0,19.0,0.0084,0.0089,0.0196,-0.0024,-0.0031,0.0075,0.034401024,1.0
2023-02-14 07:35:53.529661,69.0,-31.994431539284196,115.88327462701572,54.549208888832,2.0,19.0,0.0084,0.009,0.0195,-0.0024,-0.0031,0.0075,0.529660928,1.0
2023-02-14 07:35:56.047756,70.0,-31.994424784114518,115.88343115306444,54.631089412864,2.0,19.0,0.0084,0.009,0.0195,-0.0024,-0.002923878016,0.0075,0.047756032000000004,1.0
2023-02-14 07:35:58.558172,71.0,-31.994419620732174,115.8835881944365,54.6451457024,2.0,19.0,0.0084,0.009,0.0194,-0.0024,-0.0029,0.0075,0.5581719039999999,1.0
2023-02-14 07:36:01.059625,72.0,-31.994412611595084,115.88374620083057,54.62300868736,2.0,20.0,0.0083,0.009,0.0194,-0.0023,-0.0029,0.00742981248,0.059624960000000005,1.0
2023-02-14 07:36:03.555117,73.0,-31.99440801402609,115.88390252765078,54.743112943103995,2.0,20.0,0.0083,0.009,0.019222441471999998,-0.0023,-0.0028,0.0075,0.555117056,1.0
2023-02-14 07:36:06.052415,74.0,-31.994402394934838,115.88405072114577,54.777627550720005,2.0,20.0,0.0083,0.009,0.0192,-0.0022262074880000002,-0.002626207488,0.0075,0.052414976,1.0
